COMPANY;MES;ANO;VALOR;DATA_EMISSAO;NOTA
61f35ffc7f1e1fe7ab15b576a008da59bcf82bb0c2940ab9ccf8f5b18d29873d;3;2022;80127,1725;01/04/22;34258
d9579a321b110018b499be4f80343a5d34cb8a9e89c0f1b897ca63adeaf7f888;3;2022;6387,7125;31/03/22;9916
c9c4364be2a27be717cebf3ade3d3137e9fe978b25fe0d3da5c13f21e365b0a0;3;2022;108710,0925;31/03/22;35884
372e531e017d0fbde3baf3e367f1ecb1e63effe9d32a24913fd39ac2fd0adfd7;3;2022;42531,6975;04/04/22;15865
732b9ab1a0914c5cc3e1c105d33328a31c36242be6af1ee0ce099f5f75b92ca7;3;2022;173053,5675;31/03/22;34951
85e739750a2ded64af5cff240ad9cfed7be57d190027e9b942ed5fb5dc1d4f0a;3;2022;51748,1025;04/04/22;36807
a2f2a2628fb145a8a6128f57ba023efec5d552f2d1ec7f3ec88d03434411720e;3;2022;134564,58;01/04/22;20522
c36ca8cef2aaa896eda0383a1a1af7df8b084b24e56c1e8c5c386d356ff3689d;3;2022;49955,025;04/04/22;89124
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;3;2022;2723,0025;05/04/22;169899
6a46153f1a68a656a96d970de7935258802f22f837a767752c22a7d8d023f2d8;3;2022;10481,0625;31/03/22;23470
8945ccff89f9a7e70b6cf653b0245b9f1576dd6712dda62651bb4d87e35ed6bc;3;2022;100850,8275;31/03/22;34918
43df7b0fa6398254398f33e6a90df697687ade401dbd8329d879f07469268a98;3;2022;22827,93;05/04/22;34485
3a80a0add00aa05156487dc5bceb0f1647bb80425a4f03bf77193f110a98766f;3;2022;42867,8025;01/04/22;148008
03a56b531eaac4c1676868c4b41fec509a6533e424eeab0da581ec554a1f6c81;3;2022;121124,0325;01/04/22;24982
86bb5ba0b4dcb6cdb3fa4735d0768c6876cdb5750fda5fefbdccf9ed9e91119f;3;2022;24913,14;04/04/22;165015
01168cab89ceaf5ecd0e6b9aca711a04e259076b6cf1c3655063166a7f27b6a0;3;2022;86924,805;01/04/22;36911
3a80a0add00aa05156487dc5bceb0f1647bb80425a4f03bf77193f110a98766f;3;2022;23348,1;01/04/22;148001
cb8798d47958a9b3b559044ea3a321c464895ab9656e802a542bd93eb172c794;3;2022;5311,7925;05/04/22;33973
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;3;2022;3114,9375;05/04/22;552983
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;3;2022;14440,35;05/04/22;169206
7afa0f8b13d416bad28fbf008ef89ceef78bb68bd19bca7814c400c0d3698848;3;2022;453895,98;01/04/22;47031
e19f4ac89e3b7361d1d5a8b1826c41c283adb926818cfeeed3e9138ce72531cd;3;2022;114672,9225;01/04/22;25040
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;3;2022;35853,6225;05/04/22;552969
261e7698ac0ed1bcc42b495c14348db83fdb698e924d16dc92273910479fb282;3;2022;358009,6275;04/04/22;257
68029c24fe42facb13764924eb9eb2788d997ff1c916640d65f94f4536aa2ea4;3;2022;76483,4175;31/03/22;34926
45ac39e1a39ddd2bed9be802bc751e79d126ca2d5603e4e127853b9935630450;3;2022;42239,73;01/04/22;37627
94929d1a84462e2ce3c8bf239134562a08f799cb1d54f1d9b22b6f08df98eeb7;3;2022;3315,1725;31/03/22;327218
587aaac9eb899ca0f9f757f1f1250096afb88fa96934fc7e2be14790f2a3a1c8;3;2022;330514,845;31/03/22;35380
233d1fd377d0f2d62aa0cc0a9901149077bc4083d4e41c7b2f95b42a662db321;3;2022;25594,77;05/04/22;36623
3d39e570b623e785da6a4c1cbf6afcf8bedb68e4bbf1167b8b5a90a6192c7b57;3;2022;57446,3625;01/04/22;37813
7b7ac860e214a4635068ef1295f6527abf15adbd9e1dcfd607e3b2c5b9d10d09;3;2022;46794,3975;01/04/22;34057
94929d1a84462e2ce3c8bf239134562a08f799cb1d54f1d9b22b6f08df98eeb7;3;2022;1567932,96;31/03/22;314940
43261d5727c06339359c5f0aace80318821cac1141a039987b63b6a1a64bdd36;3;2022;712268,8875;31/03/22;149678
af9972d08f663015ee7bf3de49d059b620cf934abb9702ea047c6cd6c81a7c34;3;2022;6534,135;31/03/22;3792
c738b8801ff6ef293c2e53f07c90d9b5e856c928b90fa42cbd92daed72471946;3;2022;336958,7475;01/04/22;34263
719be77d544c78248ed775aa5d8bb1151a6183ff35015d5a123deb4e849dc5c7;3;2022;25301,49;01/04/22;35810
2418473f0123dfe994ad32065830f2f2b47806638d03dc96ee0ed4b0008bb9ed;3;2022;160209;01/04/22;34231
94929d1a84462e2ce3c8bf239134562a08f799cb1d54f1d9b22b6f08df98eeb7;3;2022;183646,9725;31/03/22;316181
0dd25a9acdbefa7af129a692af0ab2b06fdcaa48a9d43228d347c2f25f94657f;8;2021;42837,81;07/09/21;5179
0dd25a9acdbefa7af129a692af0ab2b06fdcaa48a9d43228d347c2f25f94657f;8;2021;42837,8025;07/09/21;5180
0dd25a9acdbefa7af129a692af0ab2b06fdcaa48a9d43228d347c2f25f94657f;8;2021;42837,81;07/09/21;5178
86bb5ba0b4dcb6cdb3fa4735d0768c6876cdb5750fda5fefbdccf9ed9e91119f;8;2021;25909,095;31/08/21;149232
0f074171fb28ccc58f8761a2dce884108d92c1db5023767bae698f2b307a1791;8;2021;227,535;01/09/21;26162
68029c24fe42facb13764924eb9eb2788d997ff1c916640d65f94f4536aa2ea4;8;2021;81828,735;31/08/21;26992
719be77d544c78248ed775aa5d8bb1151a6183ff35015d5a123deb4e849dc5c7;8;2021;26712,51;01/09/21;27992
e22636de493f4bab61f6d1d3aa1ca9a4ec546165c7b31a54235bb83bd0ef29c6;8;2021;63957,7275;02/09/21;20066
61f35ffc7f1e1fe7ab15b576a008da59bcf82bb0c2940ab9ccf8f5b18d29873d;8;2021;83272,7625;01/09/21;26310
6a46153f1a68a656a96d970de7935258802f22f837a767752c22a7d8d023f2d8;8;2021;10266,015;01/09/21;14408
1fe80c8dfe8051d2cbba66946d8d3f38fc70b6c7ac44211363f67f96ee983112;8;2021;15601,2975;01/09/21;26982
372e531e017d0fbde3baf3e367f1ecb1e63effe9d32a24913fd39ac2fd0adfd7;8;2021;44009,16;02/09/21;7803
689c4ed068fcc90bfaca0797b92d5e6acaa9c6861f721debe5531fc224b5d974;2;2021;62686,77;28/02/21;19904
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;3;2021;8390063,6025;31/03/21;138833
1691f36c91ffea1129900da7ea18abbe8b97204f6084723aac3657d9a735d658;3;2021;3721,9575;05/04/21;21022
dbc0289b7764004ee9fecfb8101ca963bb227f06b45ee5d493b41da2eab885b4;3;2021;22433,34;05/04/21;17429
1fe80c8dfe8051d2cbba66946d8d3f38fc70b6c7ac44211363f67f96ee983112;3;2021;12775,8375;05/04/21;21791
6e75e41386adae166aa3a3c374e883e355591a2f1830438569b3610c70f7a968;3;2021;6998,625;04/04/21;1280
7ae353f62c16f0ef9ad0b65bb6aa031fa27fbbc32d317a4adc137fbc691cf87e;3;2021;1541981,2425;05/04/21;27725
a200243480bba58b5829832c266f8d9657994468d5a9bf4513a43789b4cd3422;3;2021;935611,8675;31/03/21;21831
654e16633394f9d98a60151a6221cb49282d5b178a338c816bcf7ce3ed2e645d;3;2021;61406,28;01/04/21;21042
963925eedc550388fd69dbb2e1809113ae9ae3325ea8ddb9c8ef70b9a62267e9;3;2021;104280,21;31/03/21;21832
6e54ba0504e870c69594c2889f3f76c6f81520fed24c433ca862455ececa4750;3;2021;12349,0725;31/03/21;21814
ac78268421dc32d7cee87d44cd9da7dc1c578b76fe86f8af62da700c6bd60603;3;2021;132256,77;05/04/21;21098
da234e28d18b9cff96e5e5330bdde529bcbe2c4a131dc9efbd6d062a9bba5fa7;3;2021;342070,065;05/04/21;7090
bef150d5cfef95596f7243d9f1c66a205bf5eeca511461a76b83a2c242069235;3;2021;142567,9275;31/03/21;22839
8945ccff89f9a7e70b6cf653b0245b9f1576dd6712dda62651bb4d87e35ed6bc;3;2021;86748,63;31/03/21;21797
a255cabc2e42f0bce1cc1636bcdc938064a4b347194cdbb17004586d1124f3bd;3;2021;32640,12;05/04/21;20997
392ef1fb920cb300db67553e381e82657e6ae401ebeb987f1e19ea1ec1f6afe1;3;2021;69807,6225;05/04/21;10945
2dc699dff82c5e83df79c190ce2df315dad356af45994d7e77d973312a096155;3;2021;257794,02;31/03/21;21897
732b9ab1a0914c5cc3e1c105d33328a31c36242be6af1ee0ce099f5f75b92ca7;3;2021;146307,435;31/03/21;21830
c9c4364be2a27be717cebf3ade3d3137e9fe978b25fe0d3da5c13f21e365b0a0;3;2021;85262,835;31/03/21;22763
af4ed271e23ce820f6cd9b9a0e13134abe96dfab6443359ac34ba3623ac792d4;3;2021;9715,335;31/03/21;23358
68029c24fe42facb13764924eb9eb2788d997ff1c916640d65f94f4536aa2ea4;3;2021;65156,7075;31/03/21;21802
ae610f52f0590cbb6677b030fe70405ee7aa96e97d61d79e32122fa90d797ab1;3;2021;564657,63;31/03/21;22827
fde1d4640db25c634a26baf70376b7817765e0e53ee972e7d359a23e10ba00f7;3;2021;15352,2825;31/03/21;23581
01168cab89ceaf5ecd0e6b9aca711a04e259076b6cf1c3655063166a7f27b6a0;3;2021;66379,6575;05/04/21;23217
d4600a68a18eb94eb7becb7598a1d3f6f36eada58881fc6eb8249ad82186f047;3;2021;120561,975;31/03/21;21819
9982344b22000dcfc97cdc33c3c0039d286be0a47ffbbac10a49778b73a0d071;3;2021;56583,495;05/04/21;21164
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;3;2021;4170636,3525;31/03/21;53257
a3a8e7c4aae18f94595e1063a890f1067373ec9588d892ea1948fb943e1ea041;3;2021;310092,6375;31/03/21;22765
372e531e017d0fbde3baf3e367f1ecb1e63effe9d32a24913fd39ac2fd0adfd7;3;2021;11912,4225;05/04/21;2240
372e531e017d0fbde3baf3e367f1ecb1e63effe9d32a24913fd39ac2fd0adfd7;3;2021;11912,415;05/04/21;2239
372e531e017d0fbde3baf3e367f1ecb1e63effe9d32a24913fd39ac2fd0adfd7;3;2021;11912,415;05/04/21;2238
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;3;2021;61712,9475;31/03/21;140018
7a9d80e4e2dfd3b504299cfc251823bab434efd6a81ff0d67b7fb805a9c71aff;3;2021;2630225,355;31/03/21;20678
49f572f108a923aa49fa5dd4d69bbb55a393f5299b7292c47be56b9d64206660;3;2021;57720,99;31/03/21;21807
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;3;2021;114611,385;31/03/21;141054
45ac39e1a39ddd2bed9be802bc751e79d126ca2d5603e4e127853b9935630450;3;2021;34440,945;01/04/21;24198
6c65392df906255b7c79c1b887802bc922f818200db8c76ec53c1a76f5143b47;3;2021;86489,6175;31/03/21;21801
2e2eda81b59ddb85ac6689cc7b89415a09201455f1f62afe55fb494b58882232;3;2021;338007,3;31/03/21;256
45ac39e1a39ddd2bed9be802bc751e79d126ca2d5603e4e127853b9935630450;3;2021;34440,9375;01/04/21;24199
45ac39e1a39ddd2bed9be802bc751e79d126ca2d5603e4e127853b9935630450;3;2021;34440,9375;01/04/21;24200
e17db64a4ebb9834378a0152214daaa105908fc48665c06b4e7a846653925a97;3;2021;581908,305;05/04/21;4226
1ddc9c1f9429172df2e790df8a1060e2134216ec2a48539c00ad5ba7241e13ce;3;2021;502271,9475;31/03/21;4342
0ce1b3cf2bd00bfd27b25fb6a2d9665a27e6866f3f9c424b85591ef4cc6a6b59;3;2021;231767,445;31/03/21;2366
50bdd24c92af81413731444c4985ace3032a2b4b34b389cb4c0d9fbd8deecb84;3;2021;21053,8725;01/04/21;24493
2882df514d7d0d4676a9f35d4123716340417a68ddb88c5f3b8ef3a9600b1918;3;2021;212005,7475;31/03/21;13459
a7bde2da1d51644fbc982d6f668b7fdd9f316f2b2ac3492a9a0c2e93d73b147f;3;2021;193192,8075;31/03/21;13486
4520aa1a004ba952de7ade3e3dad44cf0d66659ed34d8f30dd5c444bf780d7d6;3;2021;196811,1075;31/03/21;5037
eab10c13caa04595d0bd18b33ca786aee1650e4639ad4df72924f6156d7a91ae;3;2021;318226,0425;31/03/21;12723
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;3;2021;12789,315;06/04/21;432466
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;3;2021;13400,8725;06/04/21;432465
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;3;2021;2660,0775;06/04/21;431873
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;3;2021;30160,1925;06/04/21;431872
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;3;2021;2133,6525;06/04/21;130893
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;3;2021;76145,91;06/04/21;131167
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;3;2021;12850,1325;06/04/21;131135
471e0ed7fedbefe3e45789eaa4d7ca2eef69354dd4077d4718e88606fe589fc3;3;2021;93760,7925;06/04/21;9088
1e6c2674c2fd0a385df86d5b8dce5210ef6d81029511e9924d3ce4ba7255f570;3;2021;97416,345;31/03/21;21808
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;3;2021;14647,53;06/04/21;436751
d0ac63607a1b3610d3b176cc0fcc83bbcf81c5cec38245c6ba78997c66b6754d;3;2021;94064,4675;31/03/21;21718
c79c53924117ec71ea389ce1de03f00495a5a67d45ed5ac5fc67744827464f1b;3;2021;44172,33;06/04/21;22959
233d1fd377d0f2d62aa0cc0a9901149077bc4083d4e41c7b2f95b42a662db321;3;2021;21924,42;06/04/21;23689
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;3;2021;155491,845;06/04/21;161614
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;3;2021;8311718,235;06/04/21;161613
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;3;2021;355396,125;06/04/21;161612
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;8;2021;39766,455;02/09/21;480523
8945ccff89f9a7e70b6cf653b0245b9f1576dd6712dda62651bb4d87e35ed6bc;8;2021;105918,105;31/08/21;26987
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;8;2021;3235,8675;02/09/21;480524
13e8029d70913f8483aa06a67dc0a7c8bc8f0810938e8c2fe459f8b78a537d7f;8;2021;1208,595;31/08/21;288331
3a80a0add00aa05156487dc5bceb0f1647bb80425a4f03bf77193f110a98766f;8;2021;45655,41;31/08/21;132981
